stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
14hpf,0,0,0,0,3.98
24hpf,0,0,0,0,1.64
2dpf,0.75,0,0.58,3.64,14.81
3dpf,0.61,0,0.53,6.89,0.64
5dpf,0,1.16,0.44,1.36,2.38
10dpf,5.22,8.9,0,2.17,0
