stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.92,2.23,0,2.56,0,0
3dpf,8.05,0,1.33,5.64,1.88,0.29
5dpf,12.06,0,0.86,4.54,2.8,7.81
10dpf,4.52,0,0,0.6,1.52,5.2
