stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
14hpf,8.55,0,0,0,0
16hpf,5.71,0,0,0,0
19hpf,11.94,0,0,0,0
24hpf,25.42,0,0.86,0.91,0
2dpf,36.04,2.19,3.71,0,1.36
3dpf,57.99,0,0.32,0,0
5dpf,2.71,0,0.31,0,0.93
10dpf,16.3,0,0.6,0,0
