stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,25.29,0,0,0,0,0,0,0,0
12hpf,27.23,0,0,0,0,0,0,1.89,0
14hpf,2.47,0,0,0,0,0,0,3.1,0
16hpf,0,0,0,5.1,0,0,0,4.74,0
19hpf,0,0,0,12.46,0,0,0,0,0
24hpf,4.88,0,0,0,0,0,0,0.93,0
2dpf,24.17,0.9,0,9.27,5.19,8.59,1.99,2.93,4.65
3dpf,39.41,1.13,0,7.07,0.95,2.41,0.35,0,3.33
5dpf,26.76,1.08,0,8.57,0,9.04,0,3.13,2.29
10dpf,54.33,1.5,0.44,7.08,0,11.28,0,1.71,0.38
