stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.91,0,0,0,9.92,0,0,0,0,0
12hpf,20.65,0,1.82,0,5.72,4.3,0,0,27.2,10.42
14hpf,2.25,0,0,4.73,2.23,0,0,2.3,6.95,0
16hpf,11.97,3.47,12.11,1.7,15.12,10.23,0,2.01,35.02,10.67
19hpf,10.99,0,0,0,0,0,0,0,1.66,0
24hpf,19.91,0.92,1.98,1.77,4.86,1.79,0,0,4.44,0
2dpf,75.28,3.14,3.57,10.82,28.58,52.06,9.06,0,23.36,14.34
3dpf,177.52,5.82,4.95,1.04,5.24,45.39,3.07,0,4.66,13.85
5dpf,43.85,6.02,30.86,23.47,6.62,158.74,5.56,3.52,28.66,64.62
10dpf,127.94,17.94,14.93,27.92,15.03,162.06,11.17,0,31.66,21.44
