stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.94,0,0,0,0,0,0,0.78
3dpf,50.54,0.35,0,0,2.18,0,0,0
5dpf,2.63,0,1.47,3.49,7.34,0.29,0.37,0.86
10dpf,65.08,0,1.79,0,4.58,0,0.63,1.12
