stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,0,0,1.88,0,0
3dpf,1.22,0.37,0,0,0.55
5dpf,0,1.47,3.79,0.93,1.01
10dpf,2.07,47.3,0.46,0.79,0
