stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm
16hpf,6.37,0,0,0,4.5
24hpf,0,0,0,0,3.32
2dpf,18.34,0,0,0,1.26
3dpf,22.45,0,0,1.2,0
5dpf,20.97,0.76,0.45,2.4,1.68
10dpf,34.86,0,0,5.54,17.37
