stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.53,0,0.78,0.89,5.33
3dpf,0.55,0.64,0,0.72,7.16
5dpf,0.79,0,0,0.67,32.42
10dpf,0,0,0,1.41,16.12
