stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.3,0,1.43,0,0
3dpf,1.31,0.45,0,0.48,0
5dpf,1.88,0,0,0,1.19
10dpf,1.04,0,1.01,0,3.06
