stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.98,0.81,0.78
3dpf,0.89,0,0,0,0
5dpf,0,0,0,1.19,0
10dpf,2.43,0.38,0,0,0
