stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.72,0,1.61,0,1.22,0
3dpf,19.83,0,0,0.29,0,0
5dpf,18.72,0.34,0.45,1.7,0,1.91
10dpf,59.31,0.82,0.52,1.97,0,0
