stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.34,0,0,0.64,1.64,1.36,0.53
3dpf,15.59,0,0,1.47,0,0.37,0
5dpf,0.53,0,0,5.14,0.7,2.68,0
10dpf,52.08,1.05,0.41,2.02,0,3.14,0.45
