stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,0
2dpf,1.11,1.86,0,1.26,1.72
3dpf,1.05,2.83,0,0,0
5dpf,0,0.5,0.74,0,0.51
10dpf,1.15,0,0,0,0
