stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,2.29,0,0,0
2dpf,1.45,0,2.05,0.9,4.17,3.88,46.6
3dpf,1.01,0.34,0,0,0,1.31,18.42
5dpf,0.92,0.41,0,0,0.43,2.64,87.31
10dpf,0.94,3.04,0,0,0,3.31,18.64
