stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.69,0,0
3dpf,0,0.32,0,0,2.57,0,0
5dpf,0.34,1.22,0.48,1.27,17.11,0,1.6
10dpf,1.09,1.16,1.15,0.38,9.45,1.46,0
