stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.63,0.62,26.27
3dpf,0.59,0.38,3.48,0,6.13
5dpf,0,0,0,0,1.01
