stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,2.12,2.82,0,0,0,0,0,0,0
24hpf,4.97,0,0,0.93,0.94,0.86,0,0.84,0.88
2dpf,11.85,0,1.56,1.48,12.47,12.18,0.67,0.72,2.94
3dpf,78,0.87,0.3,0,10.31,0,0,0,0.53
5dpf,8.82,0,2.4,0.72,6.8,1.9,0.99,0.71,2.39
10dpf,44.69,0.54,0,0,1.79,9.85,0,0,0
