stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
16hpf,0,0,0,0,1.76,0
24hpf,2.98,0,0,0,0,0
2dpf,7,0,2.18,0,0,5.81
3dpf,9.04,0,0,0,0,0.54
5dpf,6.77,0.6,0,1.66,0,6.91
10dpf,4.3,0,0,0.76,0,1.22
