stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,5.25,0,0,0.48,0.71,0,1.06
3dpf,20.41,0.43,0,0,8.17,0,0
5dpf,7.18,0.4,0.96,0,6.68,0.56,2.07
10dpf,36.72,0.43,0,0,3.69,0,3.53
