stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,1.83,0,0,0,0,0
24hpf,3.27,0,0.89,0,0,0,5.74,0,0,0
2dpf,66.73,0,19.64,6.7,20.4,58.92,32.52,0.49,27.38,80.62
3dpf,333.91,3.54,6.27,5.25,37.21,305.21,6.4,0,13.89,40.81
5dpf,70.12,4.83,18.34,39.5,49.66,490.06,37.09,11.97,37.11,205.16
10dpf,520.79,9.52,26.86,10.6,23.99,210.23,28.73,0,19.87,44.13
