stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.55,8.03,0.58,0
3dpf,0,0,2.98,49.81,0.8,0.32
5dpf,0,0.78,1.68,25.65,3.41,0.42
10dpf,0.38,1.23,9.02,48.74,2.52,0
