stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,6.27,0,0.83,0,0,0
3dpf,58.3,0,0,0,0.75,0
5dpf,0.34,0,0,0,0.85,1.13
10dpf,8.78,0.38,0,0.43,1.01,0
