stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
14hpf,0,3.27,33.89,0
16hpf,0,0,10.46,1.66
19hpf,0,0,0,6.48
24hpf,2.23,77.52,0.89,0
2dpf,4.26,1.82,0,1.78
3dpf,0.3,0,0,0
5dpf,0,0,0,1.22
10dpf,0.72,0.65,0,0
