stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0
14hpf,5.95,0,0,0,0
16hpf,9.35,0,5.92,10.08,0
2dpf,1.2,0.82,0,0,0
3dpf,0,0,0,0,0.76
5dpf,0,0,0,0,0.74
