stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,13.45
3dpf,1.18,0,0.56,0.53
5dpf,0,0,0,4.87
10dpf,0.77,0.46,0,5.71
