stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.51,1.58,0.48,11.94,0,0
3dpf,5.35,0,0.55,2.99,0.36,0
5dpf,0,0.51,0,2.45,0,0.71
