stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.32,0,0,0,0,0,0,0,0,0
12hpf,7.92,0,0,0,0,0,0,0,1.93,0
14hpf,2.59,0,0,0,0,0,0,0,0,0
16hpf,9.25,0,0,0,3.56,0,0,0,1.65,0
19hpf,0,0,0,1.85,2.77,0,0,0,0,0
24hpf,7.67,0,0,0,1.74,0.81,0.83,0,0,0
2dpf,109.37,0,15.56,26.81,45.33,88.41,9.57,1.6,30.77,29.29
3dpf,326.44,3.36,6.53,10.64,4.12,67.28,2.49,0,5.96,9.01
5dpf,27.7,1.38,14.04,25.09,3.99,47.96,8.84,3.01,12.99,21.77
10dpf,152.71,5.43,25.49,36.93,8.78,103.34,10.37,0.8,10.55,18.34
