stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.9,0
3dpf,0,0.62,1.53,0
5dpf,0,0,1.84,0.58
10dpf,1.24,0,1.05,0.37
