stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,periderm
2dpf,0,0,0,1.24,0,0,0
3dpf,2.44,0.41,0.77,0,0,0,2
5dpf,0,0,0.7,3.16,0.96,0.29,13.76
10dpf,0,0,0.77,3.74,0,0,1.4
