stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,1.6,0,0,0,0,0
5dpf,0.51,0.73,50.74,0.57,2.84,0.61,0.33
10dpf,9.47,1.28,52,0,1.07,0.93,0
