stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.64,0,0
3dpf,0,0,0.31,0.39,0
5dpf,1,0.34,0,0,0
10dpf,2.17,0,0,0,0.48
