stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,2.04,0,0.82,0,1.37
3dpf,0.77,0,0,0.36,0
5dpf,1.04,0.62,0,0.49,0
10dpf,0,0,0,2.11,1.08
