stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.91,1,0,0,0,0
5dpf,1.11,4.65,0.29,2.83,0.53,1.69
10dpf,2.33,42.39,0,1.32,0,0
