stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
12hpf,1.76,0,0,0,0
2dpf,5.82,0.83,0,0,0.58
3dpf,6.91,0,0,1.42,0
5dpf,1.19,0,0.59,1.62,0
10dpf,15.57,0,0,0,0
