stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.16,0,0,1.61,0
3dpf,5.41,0,0.31,0,0
5dpf,16.68,0.78,0,3.74,0.87
10dpf,37.64,0,0,0.48,0
