stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0,1.99,0,0.65
3dpf,0,0,0,0,0.54,0
5dpf,0,0.53,0.35,0,0,0
10dpf,1.22,0,0,0,0,0
