stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0.67
3dpf,51.74,0,0.47,0,1.59,0,0,1.15
5dpf,0.33,0,0.64,1.86,5.92,0.42,0.66,5.45
10dpf,31.6,0.83,0,2.92,0.52,1.61,0,0.62
