stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.8,0,0,0,0,0,0,0,16.77,13.87
12hpf,41.43,7.4,34.62,0,0,1.94,0,9.43,31.92,28.27
14hpf,28.43,0,6.57,0,2.44,0,0,2.25,21.02,6.02
16hpf,37.67,0,0,0,8.04,0,1.66,0,25.57,14.72
19hpf,65.86,0,0,0,3.48,0,0,0,1.66,9.75
24hpf,41.63,0,3.54,4.69,9.27,9.05,1.88,0.9,11.01,10.05
2dpf,180.55,1.4,8.81,26.11,63.58,123.83,18.03,2.69,35.5,56.38
3dpf,454.1,8.84,5.83,7.93,10.35,129.64,4.66,0,7.22,21.26
5dpf,54.47,4.43,18.43,26.2,14.85,140.82,11.21,4.2,19.45,79.33
10dpf,271.33,8.74,23.35,21.12,15.25,128.41,4.81,0.51,9.7,30.06
