stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.33,0,0,1.71,0,0,0
3dpf,0.94,0,0.68,0.57,0,0,5.66
5dpf,0.46,0,0,2.37,0.43,3.46,55.5
10dpf,0,19.9,0,0,0,0,54.1
