stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,3.02,0.76,0,4.11
3dpf,2.55,1.75,0,0,0.49
5dpf,0,11.81,0.84,6.12,2.53
10dpf,6.23,4.82,0.98,0,6.93
