stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.62,0,0.78,1.02,0,0
5dpf,0,0,0,0,1.33,0.59
10dpf,0,0.44,0,0,0,0
