stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.71,0,0,0,0.6,0,24.64
3dpf,3.09,0,0,0,0,0,0.29
5dpf,0.74,0,0,0,0,1.1,9.96
10dpf,6.52,0.93,1.22,1.03,0.69,0,4.76
