stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
12hpf,0,0,0,0,0,4.15
14hpf,0,0,0,0,0,7.2
24hpf,0,0,0,0,0,2.13
2dpf,2.44,0,0.91,1.5,1,83.67
3dpf,4.83,0.35,0,0,0.66,15.49
5dpf,0.47,0,1.24,0.76,1.37,40.55
10dpf,5.01,1.13,0,0,0.54,23.96
