stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,6.14,0,0,0,0.61
3dpf,0.43,0,0,0.29,0,0.4
5dpf,0,3.84,0.72,0.3,0.69,1.54
10dpf,0.41,0,0,0,0,1.13
