stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,2.9,2.25,0,1.13,1.42,0.73
3dpf,3.35,0,0,0.89,0,0
5dpf,0.91,0.5,0.62,1.52,0,0
10dpf,4.2,0,0,0,0,0
