stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,36.93,0,0,0,0,0.59
5dpf,0.53,0,0.36,1.44,0.75,0
10dpf,18.76,0.91,0,0,0,0
