stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0,1.31,5.84
3dpf,0,0,0.35,0,0.71,0.51,0.62
5dpf,0,0.53,0,0.49,3.09,0.56,0.36
10dpf,0.41,0,0.38,0,0,3.79,0
