stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.85,0,1.02,0.9,0,0.5,1.53,0.53
3dpf,137.31,1.12,0,0.33,83.27,0,0.61,0.46
5dpf,1.53,1.6,0.76,0.68,88.79,0.61,0.44,2.1
10dpf,54.47,0,1.23,3.01,112.66,0,0,0.63
