stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,12.78,0,0,0
2dpf,0,23.59,0.7,1.71,0.73
3dpf,1.19,11.14,0,1.49,0
5dpf,1.02,58.87,0.77,1.04,0
10dpf,0,40,0.65,0,0
