stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,10.33,0.65,0.67,2.74,3.75
3dpf,3.74,0,0,1.9,0
5dpf,0.48,0,0.5,0.77,0.4
10dpf,10.79,0,0,3.11,0.73
