stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,5.56,0.94,1.28,0,1.06,0.5
3dpf,2.56,0,0,0,0,0
5dpf,0,0.58,0,0,0,0
10dpf,0,0,0,2.36,0,0
