stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0.37,0.48,0,0.83,0.37,0,0
5dpf,1.19,0,0,0,0.35,0.29,0.73
10dpf,3.19,0,0.62,0,3.11,0,0.38
