stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.96,0,0,0.56,0,12.07
3dpf,0,0,0,0,0,4.86
5dpf,0,0,0.35,0,1.1,11.72
10dpf,0,6.08,1.44,0,0.58,1.61
