stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1151,27.22,8.62,0,322.4,10.05,0,25.11,746.45,687.01
12hpf,1707.89,72.76,41.5,82.05,607.18,32.81,0,19.75,1056.97,498.46
14hpf,1122.14,4.63,73.77,154.79,390.3,0,12.74,10.79,389.1,294.6
16hpf,1389.62,72.43,98.7,82.66,601.91,16.57,36.98,22.95,632.98,372.2
19hpf,2105.94,12.18,24.4,29.67,273.68,0,39.99,4.14,132.05,460.04
24hpf,1753.86,29.87,349.85,113.94,743.06,15.73,21.23,0.89,121.38,230.34
2dpf,953.09,8.41,125.02,96.08,884.25,111.41,35.57,6.21,46.99,218.94
3dpf,717.61,13.23,13.06,11.59,29.62,38.86,0.73,0,3.78,10.59
5dpf,121.05,3.87,76.39,19.37,90.65,75.14,8.73,3.73,41.83,63.1
10dpf,61.25,0,59.46,0.42,1.42,3.46,0.86,0.71,0.71,0.99
