stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0,0.5,8.36,0
3dpf,2.35,0,0.71,5.2,1.25
5dpf,0.49,0.7,2.13,19.41,0
10dpf,3.84,0.39,0.95,14.86,1.51
