stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0.82
2dpf,0,0,0.51,0,0,0,0
3dpf,0.38,0,10.08,0,0.33,0,0
5dpf,1.11,0,9.87,0.57,2.27,0,0.53
10dpf,0.64,1.09,56.63,0,5.26,2.29,0.81
