stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.4,0,0,0.31,0.47,0
5dpf,0.6,0,0.42,1.5,0.52,0.96
10dpf,0.62,1.7,0,3.19,0,0
