stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.62,0
3dpf,5.38,0.44,0,0
5dpf,0.66,2.72,0,0.29
10dpf,3.35,0,0,0.93
