stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,4.22
2dpf,0,0,0,0,0,0,7.46
3dpf,0,0,0,0,0,0,2.65
5dpf,0.57,0.78,1.36,2.93,0.86,0,37.72
10dpf,1.13,0,0,1.77,0,0.38,22.97
