stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,6.69,2.32,1.43,0
3dpf,44.72,0,1.46,0.33
5dpf,3.17,0.97,2.13,0
10dpf,17.8,0,0,0
