stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.6,0,0,0,0.98
3dpf,1.23,0,0,0,0
5dpf,0,0,0.76,0.52,0.36
10dpf,0.55,0.47,0.51,0,0
