stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.84,0,1.14,0
3dpf,0.29,1.03,1.12,1.26,0
5dpf,0,0.93,0.93,0.6,0.65
10dpf,0,1.67,0,0.44,0
