stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,1.22,0.5,0,0,0.82
3dpf,0.29,0,0,0.63,0
5dpf,0.7,0.34,0.29,0,5.29
10dpf,1.3,0,0,1.2,0.48
